"zemja1","zemja2","godina","vecher","poeni"
"Hungary","Turkey",2009,"F",5
"Iceland","Turkey",2009,"F",0
"Ireland","Turkey",2009,"F",0
"Israel","Turkey",2009,"F",3
"Latvia","Turkey",2009,"F",0
"Lithuania","Turkey",2009,"F",0
"Macedonia","Turkey",2009,"F",12
"Malta","Turkey",2009,"F",5
"Moldova","Turkey",2009,"F",0
"Montenegro","Turkey",2009,"F",3
"Netherlands","Turkey",2009,"F",8
"Norway","Turkey",2009,"F",7
"Poland","Turkey",2009,"F",0
"Portugal","Turkey",2009,"F",3
"Romania","Turkey",2009,"F",6
"Russia","Turkey",2009,"F",0
"Serbia","Turkey",2009,"F",0
"Slovakia","Turkey",2009,"F",0
"Slovenia","Turkey",2009,"F",0
"Spain","Turkey",2009,"F",2
"Sweden","Turkey",2009,"F",6
"Switzerland","Turkey",2009,"F",12
"Ukraine","Turkey",2009,"F",0
"United Kingdom","Turkey",2009,"F",12
"Andorra","Albania",2009,"F",0
"Armenia","Albania",2009,"F",0
"Azerbaijan","Albania",2009,"F",0
"Belarus","Albania",2009,"F",0
"Belgium","Albania",2009,"F",0
"Bosnia and Herzegovina","Albania",2009,"F",0
"Bulgaria","Albania",2009,"F",0
"Croatia","Albania",2009,"F",5
"Cyprus","Albania",2009,"F",0
"Czech Republic","Albania",2009,"F",0
"Denmark","Albania",2009,"F",0
"Estonia","Albania",2009,"F",1
"Finland","Albania",2009,"F",0
"France","Albania",2009,"F",0
"Germany","Albania",2009,"F",0
"Greece","Albania",2009,"F",7
"Hungary","Albania",2009,"F",2
"Iceland","Albania",2009,"F",0
"Ireland","Albania",2009,"F",0
"Israel","Albania",2009,"F",0
"Latvia","Albania",2009,"F",0
"Lithuania","Albania",2009,"F",0
"Macedonia","Albania",2009,"F",7
"Malta","Albania",2009,"F",0
"Moldova","Albania",2009,"F",0
"Montenegro","Albania",2009,"F",7
"Netherlands","Albania",2009,"F",0
"Norway","Albania",2009,"F",0
"Poland","Albania",2009,"F",0
"Portugal","Albania",2009,"F",0
"Romania","Albania",2009,"F",0
"Russia","Albania",2009,"F",0
"Serbia","Albania",2009,"F",0
"Slovakia","Albania",2009,"F",0
"Slovenia","Albania",2009,"F",2
"Spain","Albania",2009,"F",0
"Sweden","Albania",2009,"F",1
"Switzerland","Albania",2009,"F",6
"Turkey","Albania",2009,"F",10
"Ukraine","Albania",2009,"F",0
"United Kingdom","Albania",2009,"F",0
"Albania","Norway",2009,"F",7
"Andorra","Norway",2009,"F",10
"Armenia","Norway",2009,"F",8
"Azerbaijan","Norway",2009,"F",8
"Belarus","Norway",2009,"F",12
"Belgium","Norway",2009,"F",10
"Bosnia and Herzegovina","Norway",2009,"F",10
"Bulgaria","Norway",2009,"F",2
"Croatia","Norway",2009,"F",8
"Cyprus","Norway",2009,"F",10
"Czech Republic","Norway",2009,"F",3
"Denmark","Norway",2009,"F",12
"Estonia","Norway",2009,"F",12
"Finland","Norway",2009,"F",8
"France","Norway",2009,"F",8
"Germany","Norway",2009,"F",12
"Greece","Norway",2009,"F",10
"Hungary","Norway",2009,"F",12
"Iceland","Norway",2009,"F",12
"Ireland","Norway",2009,"F",8
"Israel","Norway",2009,"F",12
"Latvia","Norway",2009,"F",12
"Lithuania","Norway",2009,"F",12
"Macedonia","Norway",2009,"F",8
"Malta","Norway",2009,"F",8
"Moldova","Norway",2009,"F",8
"Montenegro","Norway",2009,"F",10
"Netherlands","Norway",2009,"F",12
"Poland","Norway",2009,"F",12
"Portugal","Norway",2009,"F",5
"Romania","Norway",2009,"F",5
"Russia","Norway",2009,"F",12
"Serbia","Norway",2009,"F",10
"Slovakia","Norway",2009,"F",10
"Slovenia","Norway",2009,"F",12
"Spain","Norway",2009,"F",12
"Sweden","Norway",2009,"F",12
"Switzerland","Norway",2009,"F",8
"Turkey","Norway",2009,"F",3
"Ukraine","Norway",2009,"F",12
"United Kingdom","Norway",2009,"F",10
"Albania","Ukraine",2009,"F",0
"Andorra","Ukraine",2009,"F",0
"Armenia","Ukraine",2009,"F",3
"Azerbaijan","Ukraine",2009,"F",10
"Belarus","Ukraine",2009,"F",6
"Belgium","Ukraine",2009,"F",0
"Bosnia and Herzegovina","Ukraine",2009,"F",0
"Bulgaria","Ukraine",2009,"F",0
"Croatia","Ukraine",2009,"F",0
"Cyprus","Ukraine",2009,"F",0
"Czech Republic","Ukraine",2009,"F",5
"Denmark","Ukraine",2009,"F",0
"Estonia","Ukraine",2009,"F",0
"Finland","Ukraine",2009,"F",0
"France","Ukraine",2009,"F",0
"Germany","Ukraine",2009,"F",0
"Greece","Ukraine",2009,"F",0
"Hungary","Ukraine",2009,"F",8
"Iceland","Ukraine",2009,"F",0
"Ireland","Ukraine",2009,"F",0
"Israel","Ukraine",2009,"F",2
"Latvia","Ukraine",2009,"F",0
"Lithuania","Ukraine",2009,"F",4
"Macedonia","Ukraine",2009,"F",0
"Malta","Ukraine",2009,"F",2
"Moldova","Ukraine",2009,"F",4
"Montenegro","Ukraine",2009,"F",0
"Netherlands","Ukraine",2009,"F",0
"Norway","Ukraine",2009,"F",5
"Poland","Ukraine",2009,"F",10
"Portugal","Ukraine",2009,"F",6
"Romania","Ukraine",2009,"F",0
"Russia","Ukraine",2009,"F",2
"Serbia","Ukraine",2009,"F",0
"Slovakia","Ukraine",2009,"F",1
"Slovenia","Ukraine",2009,"F",0
"Spain","Ukraine",2009,"F",6
"Sweden","Ukraine",2009,"F",0
"Switzerland","Ukraine",2009,"F",0
"Turkey","Ukraine",2009,"F",0
"United Kingdom","Ukraine",2009,"F",2
"Albania","Romania",2009,"F",0
"Andorra","Romania",2009,"F",0
"Armenia","Romania",2009,"F",0
"Azerbaijan","Romania",2009,"F",3
"Belarus","Romania",2009,"F",0
"Belgium","Romania",2009,"F",0
"Bosnia and Herzegovina","Romania",2009,"F",0
"Bulgaria","Romania",2009,"F",0
"Croatia","Romania",2009,"F",0
"Cyprus","Romania",2009,"F",2
"Czech Republic","Romania",2009,"F",0
"Denmark","Romania",2009,"F",0
"Estonia","Romania",2009,"F",0
"Finland","Romania",2009,"F",0
"France","Romania",2009,"F",0
"Germany","Romania",2009,"F",0
"Greece","Romania",2009,"F",0
"Hungary","Romania",2009,"F",0
"Iceland","Romania",2009,"F",0
"Ireland","Romania",2009,"F",2
"Israel","Romania",2009,"F",0
"Latvia","Romania",2009,"F",0
"Lithuania","Romania",2009,"F",0
"Macedonia","Romania",2009,"F",5
"Malta","Romania",2009,"F",0
"Moldova","Romania",2009,"F",12
"Montenegro","Romania",2009,"F",0
"Netherlands","Romania",2009,"F",0
"Norway","Romania",2009,"F",0
"Poland","Romania",2009,"F",0
"Portugal","Romania",2009,"F",2
"Russia","Romania",2009,"F",0
"Serbia","Romania",2009,"F",2
"Slovakia","Romania",2009,"F",0
"Slovenia","Romania",2009,"F",0
"Spain","Romania",2009,"F",7
"Sweden","Romania",2009,"F",0
"Switzerland","Romania",2009,"F",0
"Turkey","Romania",2009,"F",5
"Ukraine","Romania",2009,"F",0
"United Kingdom","Romania",2009,"F",0
"Albania","United Kingdom",2009,"F",8
"Andorra","United Kingdom",2009,"F",4
"Armenia","United Kingdom",2009,"F",7
"Azerbaijan","United Kingdom",2009,"F",0
"Belarus","United Kingdom",2009,"F",3
"Belgium","United Kingdom",2009,"F",0
"Bosnia and Herzegovina","United Kingdom",2009,"F",4
"Bulgaria","United Kingdom",2009,"F",7
"Croatia","United Kingdom",2009,"F",4
"Cyprus","United Kingdom",2009,"F",7
"Czech Republic","United Kingdom",2009,"F",6
"Denmark","United Kingdom",2009,"F",3
"Estonia","United Kingdom",2009,"F",0
"Finland","United Kingdom",2009,"F",0
"France","United Kingdom",2009,"F",4
"Germany","United Kingdom",2009,"F",8
"Greece","United Kingdom",2009,"F",12
"Hungary","United Kingdom",2009,"F",1
"Iceland","United Kingdom",2009,"F",0
"Ireland","United Kingdom",2009,"F",10
"Israel","United Kingdom",2009,"F",4
"Latvia","United Kingdom",2009,"F",2
"Lithuania","United Kingdom",2009,"F",3
"Macedonia","United Kingdom",2009,"F",6
"Malta","United Kingdom",2009,"F",10
"Moldova","United Kingdom",2009,"F",1
"Montenegro","United Kingdom",2009,"F",0
"Netherlands","United Kingdom",2009,"F",3
"Norway","United Kingdom",2009,"F",2
"Poland","United Kingdom",2009,"F",4
"Portugal","United Kingdom",2009,"F",10
"Romania","United Kingdom",2009,"F",0
"Russia","United Kingdom",2009,"F",6
"Serbia","United Kingdom",2009,"F",8
"Slovakia","United Kingdom",2009,"F",7
"Slovenia","United Kingdom",2009,"F",3
"Spain","United Kingdom",2009,"F",10
"Sweden","United Kingdom",2009,"F",0
"Switzerland","United Kingdom",2009,"F",0
"Turkey","United Kingdom",2009,"F",0
"Ukraine","United Kingdom",2009,"F",6
"Albania","Finland",2009,"F",0
"Andorra","Finland",2009,"F",0
"Armenia","Finland",2009,"F",0
"Azerbaijan","Finland",2009,"F",0
"Belarus","Finland",2009,"F",0
"Belgium","Finland",2009,"F",0
"Bosnia and Herzegovina","Finland",2009,"F",0
"Bulgaria","Finland",2009,"F",3
"Croatia","Finland",2009,"F",0
"Cyprus","Finland",2009,"F",0
"Czech Republic","Finland",2009,"F",0
"Denmark","Finland",2009,"F",0
"Estonia","Finland",2009,"F",4
"France","Finland",2009,"F",0
"Germany","Finland",2009,"F",0
"Greece","Finland",2009,"F",0
"Hungary","Finland",2009,"F",0
"Iceland","Finland",2009,"F",8
"Ireland","Finland",2009,"F",0
"Israel","Finland",2009,"F",0
"Latvia","Finland",2009,"F",0
"Lithuania","Finland",2009,"F",0
"Macedonia","Finland",2009,"F",0
"Malta","Finland",2009,"F",3
"Moldova","Finland",2009,"F",0
"Montenegro","Finland",2009,"F",0
"Netherlands","Finland",2009,"F",0
"Norway","Finland",2009,"F",0
"Poland","Finland",2009,"F",0
"Portugal","Finland",2009,"F",0
"Romania","Finland",2009,"F",0
"Russia","Finland",2009,"F",0
"Serbia","Finland",2009,"F",0
"Slovakia","Finland",2009,"F",0
"Slovenia","Finland",2009,"F",0
"Spain","Finland",2009,"F",0
"Sweden","Finland",2009,"F",4
"Switzerland","Finland",2009,"F",0
"Turkey","Finland",2009,"F",0
"Ukraine","Finland",2009,"F",0
"United Kingdom","Finland",2009,"F",0
"Albania","Spain",2009,"F",0
"Andorra","Spain",2009,"F",12
"Armenia","Spain",2009,"F",0
"Azerbaijan","Spain",2009,"F",0
"Belarus","Spain",2009,"F",0
"Belgium","Spain",2009,"F",0
"Bosnia and Herzegovina","Spain",2009,"F",0
"Bulgaria","Spain",2009,"F",0
"Croatia","Spain",2009,"F",0
"Cyprus","Spain",2009,"F",0
"Czech Republic","Spain",2009,"F",0
"Denmark","Spain",2009,"F",0
"Estonia","Spain",2009,"F",0
"Finland","Spain",2009,"F",0
"France","Spain",2009,"F",0
"Germany","Spain",2009,"F",0
"Greece","Spain",2009,"F",1
"Hungary","Spain",2009,"F",0
"Iceland","Spain",2009,"F",0
"Ireland","Spain",2009,"F",0
"Israel","Spain",2009,"F",0
"Latvia","Spain",2009,"F",0
"Lithuania","Spain",2009,"F",0
"Macedonia","Spain",2009,"F",0
"Malta","Spain",2009,"F",0
"Moldova","Spain",2009,"F",0
"Montenegro","Spain",2009,"F",0
"Netherlands","Spain",2009,"F",0
"Norway","Spain",2009,"F",0
"Poland","Spain",2009,"F",0
"Portugal","Spain",2009,"F",7
"Romania","Spain",2009,"F",0
"Russia","Spain",2009,"F",0
"Serbia","Spain",2009,"F",0
"Slovakia","Spain",2009,"F",0
"Slovenia","Spain",2009,"F",0
"Sweden","Spain",2009,"F",0
"Switzerland","Spain",2009,"F",3
"Turkey","Spain",2009,"F",0
"Ukraine","Spain",2009,"F",0
"United Kingdom","Spain",2009,"F",0
"Albania","Romania",2008,"F",0
"Andorra","Romania",2008,"F",0
"Armenia","Romania",2008,"F",0
"Azerbaijan","Romania",2008,"F",0
"Belarus","Romania",2008,"F",0
"Belgium","Romania",2008,"F",0
"Bosnia and Herzegovina","Romania",2008,"F",0
"Bulgaria","Romania",2008,"F",0
"Croatia","Romania",2008,"F",0
"Cyprus","Romania",2008,"F",3
"Czech Republic","Romania",2008,"F",0
"Denmark","Romania",2008,"F",0
"Estonia","Romania",2008,"F",0
"Finland","Romania",2008,"F",0
"France","Romania",2008,"F",4
"Georgia","Romania",2008,"F",0
"Germany","Romania",2008,"F",0
"Greece","Romania",2008,"F",0
"Hungary","Romania",2008,"F",0
"Iceland","Romania",2008,"F",0
"Ireland","Romania",2008,"F",3
"Israel","Romania",2008,"F",6
"Latvia","Romania",2008,"F",0
"Lithuania","Romania",2008,"F",0
"Macedonia","Romania",2008,"F",0
"Malta","Romania",2008,"F",0
"Moldova","Romania",2008,"F",12
"Montenegro","Romania",2008,"F",0
"Netherlands","Romania",2008,"F",0
"Norway","Romania",2008,"F",0
"Poland","Romania",2008,"F",0
"Portugal","Romania",2008,"F",4
"Russia","Romania",2008,"F",0
"San Marino","Romania",2008,"F",1
"Serbia","Romania",2008,"F",0
"Slovenia","Romania",2008,"F",0
"Spain","Romania",2008,"F",12
"Sweden","Romania",2008,"F",0
"Switzerland","Romania",2008,"F",0
"Turkey","Romania",2008,"F",0
"Ukraine","Romania",2008,"F",0
"United Kingdom","Romania",2008,"F",0
"Albania","United Kingdom",2008,"F",0
"Andorra","United Kingdom",2008,"F",0
"Armenia","United Kingdom",2008,"F",0
"Azerbaijan","United Kingdom",2008,"F",0
"Belarus","United Kingdom",2008,"F",0
"Belgium","United Kingdom",2008,"F",0
"Bosnia and Herzegovina","United Kingdom",2008,"F",0
"Bulgaria","United Kingdom",2008,"F",0
"Croatia","United Kingdom",2008,"F",0
"Cyprus","United Kingdom",2008,"F",0
"Czech Republic","United Kingdom",2008,"F",0
"Denmark","United Kingdom",2008,"F",0
"Estonia","United Kingdom",2008,"F",0
"Finland","United Kingdom",2008,"F",0
"France","United Kingdom",2008,"F",0
"Georgia","United Kingdom",2008,"F",0
"Germany","United Kingdom",2008,"F",0
"Greece","United Kingdom",2008,"F",0
"Hungary","United Kingdom",2008,"F",0
"Iceland","United Kingdom",2008,"F",0
"Ireland","United Kingdom",2008,"F",8
"Israel","United Kingdom",2008,"F",0
"Latvia","United Kingdom",2008,"F",0
"Lithuania","United Kingdom",2008,"F",0
"Macedonia","United Kingdom",2008,"F",0
"Malta","United Kingdom",2008,"F",0
"Moldova","United Kingdom",2008,"F",0
"Montenegro","United Kingdom",2008,"F",0
"Netherlands","United Kingdom",2008,"F",0
"Norway","United Kingdom",2008,"F",0
"Poland","United Kingdom",2008,"F",0
"Portugal","United Kingdom",2008,"F",0
"Romania","United Kingdom",2008,"F",0
"Russia","United Kingdom",2008,"F",0
"San Marino","United Kingdom",2008,"F",6
"Serbia","United Kingdom",2008,"F",0
"Slovenia","United Kingdom",2008,"F",0
"Spain","United Kingdom",2008,"F",0
"Sweden","United Kingdom",2008,"F",0
"Switzerland","United Kingdom",2008,"F",0
"Turkey","United Kingdom",2008,"F",0
"Ukraine","United Kingdom",2008,"F",0
"Andorra","Albania",2008,"F",0
"Armenia","Albania",2008,"F",0
"Azerbaijan","Albania",2008,"F",1
"Belarus","Albania",2008,"F",0
"Belgium","Albania",2008,"F",0
"Bosnia and Herzegovina","Albania",2008,"F",1
"Bulgaria","Albania",2008,"F",0
"Croatia","Albania",2008,"F",8
"Cyprus","Albania",2008,"F",0
"Czech Republic","Albania",2008,"F",0
"Denmark","Albania",2008,"F",0
"Estonia","Albania",2008,"F",0
"Finland","Albania",2008,"F",0
"France","Albania",2008,"F",0
"Georgia","Albania",2008,"F",0
"Germany","Albania",2008,"F",0
"Greece","Albania",2008,"F",10
"Hungary","Albania",2008,"F",0
"Iceland","Albania",2008,"F",0
"Ireland","Albania",2008,"F",0
"Israel","Albania",2008,"F",0
"Latvia","Albania",2008,"F",0
"Lithuania","Albania",2008,"F",0
"Macedonia","Albania",2008,"F",12
"Malta","Albania",2008,"F",0
"Moldova","Albania",2008,"F",0
"Montenegro","Albania",2008,"F",7
"Netherlands","Albania",2008,"F",0
"Norway","Albania",2008,"F",0
"Poland","Albania",2008,"F",0
"Portugal","Albania",2008,"F",0
"Romania","Albania",2008,"F",0
"Russia","Albania",2008,"F",0
"San Marino","Albania",2008,"F",3
"Serbia","Albania",2008,"F",0
"Slovenia","Albania",2008,"F",4
"Spain","Albania",2008,"F",0
"Sweden","Albania",2008,"F",0
"Switzerland","Albania",2008,"F",8
"Turkey","Albania",2008,"F",1
"Ukraine","Albania",2008,"F",0
"United Kingdom","Albania",2008,"F",0
"Albania","Germany",2008,"F",0
"Andorra","Germany",2008,"F",0
"Armenia","Germany",2008,"F",0
"Azerbaijan","Germany",2008,"F",0
"Belarus","Germany",2008,"F",0
"Belgium","Germany",2008,"F",0
"Bosnia and Herzegovina","Germany",2008,"F",0
"Bulgaria","Germany",2008,"F",12
"Croatia","Germany",2008,"F",0
"Cyprus","Germany",2008,"F",0
"Czech Republic","Germany",2008,"F",0
"Denmark","Germany",2008,"F",0
"Estonia","Germany",2008,"F",0
"Finland","Germany",2008,"F",0
"France","Germany",2008,"F",0
"Georgia","Germany",2008,"F",0
"Greece","Germany",2008,"F",0
"Hungary","Germany",2008,"F",0
"Iceland","Germany",2008,"F",0
"Ireland","Germany",2008,"F",0
"Israel","Germany",2008,"F",0
"Latvia","Germany",2008,"F",0
"Lithuania","Germany",2008,"F",0
"Macedonia","Germany",2008,"F",0
"Malta","Germany",2008,"F",0
"Moldova","Germany",2008,"F",0
"Montenegro","Germany",2008,"F",0
"Netherlands","Germany",2008,"F",0
"Norway","Germany",2008,"F",0
"Poland","Germany",2008,"F",0
"Portugal","Germany",2008,"F",0
"Romania","Germany",2008,"F",0
"Russia","Germany",2008,"F",0
"San Marino","Germany",2008,"F",0
"Serbia","Germany",2008,"F",0
"Slovenia","Germany",2008,"F",0
"Spain","Germany",2008,"F",0
"Sweden","Germany",2008,"F",0
"Switzerland","Germany",2008,"F",2
"Turkey","Germany",2008,"F",0
"Ukraine","Germany",2008,"F",0
"United Kingdom","Germany",2008,"F",0
"Albania","Armenia",2008,"F",2
"Andorra","Armenia",2008,"F",0
"Azerbaijan","Armenia",2008,"F",0
"Belarus","Armenia",2008,"F",7
"Belgium","Armenia",2008,"F",12
"Bosnia and Herzegovina","Armenia",2008,"F",6
"Bulgaria","Armenia",2008,"F",8
"Croatia","Armenia",2008,"F",0
"Cyprus","Armenia",2008,"F",10
"Czech Republic","Armenia",2008,"F",12
"Denmark","Armenia",2008,"F",0
"Estonia","Armenia",2008,"F",0
"Finland","Armenia",2008,"F",0
"France","Armenia",2008,"F",12
"Georgia","Armenia",2008,"F",12
"Germany","Armenia",2008,"F",6
"Greece","Armenia",2008,"F",12
"Hungary","Armenia",2008,"F",0
"Iceland","Armenia",2008,"F",1
"Ireland","Armenia",2008,"F",0
"Israel","Armenia",2008,"F",8
"Latvia","Armenia",2008,"F",0
"Lithuania","Armenia",2008,"F",0
"Macedonia","Armenia",2008,"F",1
"Malta","Armenia",2008,"F",0
"Moldova","Armenia",2008,"F",2
"Montenegro","Armenia",2008,"F",1
"Netherlands","Armenia",2008,"F",12
"Norway","Armenia",2008,"F",0
"Poland","Armenia",2008,"F",12
"Portugal","Armenia",2008,"F",0
"Romania","Armenia",2008,"F",4
"Russia","Armenia",2008,"F",12
"San Marino","Armenia",2008,"F",8
"Serbia","Armenia",2008,"F",5
"Slovenia","Armenia",2008,"F",5
"Spain","Armenia",2008,"F",10
"Sweden","Armenia",2008,"F",2
"Switzerland","Armenia",2008,"F",0
"Turkey","Armenia",2008,"F",10
"Ukraine","Armenia",2008,"F",7
"United Kingdom","Armenia",2008,"F",0
"Albania","Bosnia and Herzegovina",2008,"F",0
"Andorra","Bosnia and Herzegovina",2008,"F",0
"Armenia","Bosnia and Herzegovina",2008,"F",0
"Azerbaijan","Bosnia and Herzegovina",2008,"F",3
"Belarus","Bosnia and Herzegovina",2008,"F",0
"Belgium","Bosnia and Herzegovina",2008,"F",0
"Bulgaria","Bosnia and Herzegovina",2008,"F",0
"Croatia","Bosnia and Herzegovina",2008,"F",12
"Cyprus","Bosnia and Herzegovina",2008,"F",0
"Czech Republic","Bosnia and Herzegovina",2008,"F",1
"Denmark","Bosnia and Herzegovina",2008,"F",2
"Estonia","Bosnia and Herzegovina",2008,"F",0
"Finland","Bosnia and Herzegovina",2008,"F",6
"France","Bosnia and Herzegovina",2008,"F",2
"Georgia","Bosnia and Herzegovina",2008,"F",0
"Germany","Bosnia and Herzegovina",2008,"F",5
"Greece","Bosnia and Herzegovina",2008,"F",0
"Hungary","Bosnia and Herzegovina",2008,"F",0
"Iceland","Bosnia and Herzegovina",2008,"F",0
"Ireland","Bosnia and Herzegovina",2008,"F",2
"Israel","Bosnia and Herzegovina",2008,"F",0
"Latvia","Bosnia and Herzegovina",2008,"F",0
"Lithuania","Bosnia and Herzegovina",2008,"F",0
"Macedonia","Bosnia and Herzegovina",2008,"F",5
"Malta","Bosnia and Herzegovina",2008,"F",0
"Moldova","Bosnia and Herzegovina",2008,"F",0
"Montenegro","Bosnia and Herzegovina",2008,"F",10
"Netherlands","Bosnia and Herzegovina",2008,"F",7
"Norway","Bosnia and Herzegovina",2008,"F",10
"Poland","Bosnia and Herzegovina",2008,"F",0
"Portugal","Bosnia and Herzegovina",2008,"F",0
"Romania","Bosnia and Herzegovina",2008,"F",0
"Russia","Bosnia and Herzegovina",2008,"F",0
"San Marino","Bosnia and Herzegovina",2008,"F",0
"Serbia","Bosnia and Herzegovina",2008,"F",12
"Slovenia","Bosnia and Herzegovina",2008,"F",10
"Spain","Bosnia and Herzegovina",2008,"F",0
"Sweden","Bosnia and Herzegovina",2008,"F",10
"Switzerland","Bosnia and Herzegovina",2008,"F",7
"Turkey","Bosnia and Herzegovina",2008,"F",6
"Ukraine","Bosnia and Herzegovina",2008,"F",0
"United Kingdom","Bosnia and Herzegovina",2008,"F",0
"Albania","Israel",2008,"F",4
"Andorra","Israel",2008,"F",0
"Armenia","Israel",2008,"F",6
"Azerbaijan","Israel",2008,"F",7
"Belarus","Israel",2008,"F",4
"Belgium","Israel",2008,"F",5
"Bosnia and Herzegovina","Israel",2008,"F",5
"Bulgaria","Israel",2008,"F",2
"Croatia","Israel",2008,"F",2
"Cyprus","Israel",2008,"F",2
"Czech Republic","Israel",2008,"F",0
"Denmark","Israel",2008,"F",0
"Estonia","Israel",2008,"F",0
"Finland","Israel",2008,"F",8
"France","Israel",2008,"F",6
"Georgia","Israel",2008,"F",3
"Germany","Israel",2008,"F",3
"Greece","Israel",2008,"F",1
"Hungary","Israel",2008,"F",3
"Iceland","Israel",2008,"F",0
"Ireland","Israel",2008,"F",0
"Latvia","Israel",2008,"F",0
"Lithuania","Israel",2008,"F",3
"Macedonia","Israel",2008,"F",0
"Malta","Israel",2008,"F",0
"Moldova","Israel",2008,"F",6
"Montenegro","Israel",2008,"F",5
"Netherlands","Israel",2008,"F",3
"Norway","Israel",2008,"F",3
"Poland","Israel",2008,"F",5
"Portugal","Israel",2008,"F",0
"Romania","Israel",2008,"F",6
"Russia","Israel",2008,"F",6
"San Marino","Israel",2008,"F",10
"Serbia","Israel",2008,"F",7
"Slovenia","Israel",2008,"F",3
"Spain","Israel",2008,"F",0
"Sweden","Israel",2008,"F",0
"Switzerland","Israel",2008,"F",1
"Turkey","Israel",2008,"F",0
"Ukraine","Israel",2008,"F",5
